protocol,port,service,description
UDP,2823,irdmi2,CQG Net/LAN
UDP,2826,irdmi,slc systemlog
UDP,2827,vcom-tunnel,slc ctrlrloops
UDP,2828,teradataordbms,ITM License Manager
UDP,2829,mcreport,silkp1
UDP,2830,,silkp2
UDP,2831,mxi,silkp3
UDP,2832,wpl-disc,silkp4
UDP,2833,warppipe,glishd
UDP,2834,http-alt,EVTP
UDP,2835,,EVTP-DATA
UDP,2836,qbdb,catalyst
UDP,2837,intu-ec-svcdisc,Repliweb
UDP,2838,intu-ec-client,Starbot
UDP,2839,oa-system,NMSigPort
UDP,2840,arca-api,l3-exprt
UDP,2841,ca-audit-da,l3-ranger
UDP,2842,ca-audit-ds,l3-hawk
UDP,2843,pro-ed,PDnet
UDP,2844,mindprint,BPCP POLL
UDP,2845,vantronix-mgmt,BPCP TRAP
UDP,2846,ampify,AIMPP Hello
UDP,2847,enguity-xccetp,AIMPP Port Req
UDP,2848,,AMT-BLC-PORT
UDP,2849,,FXP
UDP,2850,,MetaConsole
UDP,2851,,webemshttp
UDP,2852,senomix01,bears-01
UDP,2853,senomix02,ISPipes
UDP,2854,senomix03,InfoMover
UDP,2856,senomix04,cesdinv
UDP,2857,senomix05,SimCtIP
UDP,2858,senomix06,ECNP
UDP,2859,senomix07,Active Memory
UDP,2860,senomix08,Dialpad Voice 1
UDP,2861,aero,Dialpad Voice 2
UDP,2862,,TTG Protocol
UDP,2863,,Sonar Data
UDP,2864,,main 5001 cmd
UDP,2865,gadugadu,pit-vpn
UDP,2866,,lwlistener
UDP,2867,http-alt,esps-portal
UDP,2868,sunproxyadmin,NPEP Messaging
UDP,2869,us-cli,ICSLAP
UDP,2870,us-srv,daishi
UDP,2871,d-s-n,MSI Select Play
UDP,2872,simplifymedia,CONTRACT
UDP,2873,radan-http,PASPAR2 ZoomIn
UDP,2874,,dxmessagebase1
UDP,2875,,dxmessagebase2
UDP,2876,sac,SPS Tunnel
UDP,2877,xprint-server,BLUELANCE
UDP,2878,,AAP
UDP,2879,,ucentric-ds
UDP,2880,mtl8000-matrix,synapse
UDP,2881,cp-cluster,NDSP
UDP,2882,,NDTP
UDP,2883,privoxy,NDNP
UDP,2884,apollo-data,Flash Msg
UDP,2885,apollo-admin,TopFlow
UDP,2886,paycash-online,RESPONSELOGIC
UDP,2887,paycash-wbp,aironet
UDP,2888,indigo-vrmi,SPCSDLOBBY
UDP,2889,indigo-vbcp,RSOM
UDP,2890,dbabble,CSPCLMULTI
UDP,2891,,CINEGRFX-ELMD License Manager
UDP,2892,isdd,SNIFFERDATA
UDP,2893,eor-game,VSECONNECTOR
UDP,2894,,ABACUS-REMOTE
UDP,2895,patrol,NATUS LINK
UDP,2896,patrol-snmp,ECOVISIONG6-1
UDP,2897,,Citrix RTMP
UDP,2898,,APPLIANCE-CFG
UDP,2899,vmware-fdm,POWERGEMPLUS
UDP,2900,,QUICKSUITE
UDP,2901,itach,ALLSTORCNS
UDP,2902,,NET ASPI
UDP,2903,,SUITCASE
UDP,2904,spytechphone,M2UA
UDP,2905,blp1,M3UA
UDP,2906,blp2,CALLER9
UDP,2907,vvr-data,WEBMETHODS B2B
UDP,2908,trivnet1,mao
UDP,2909,trivnet2,Funk Dialout
UDP,2910,aesop,TDAccess
UDP,2911,lm-perfworks,Blockade
UDP,2912,lm-instmgr,Epicon
UDP,2913,lm-dta,Booster Ware
UDP,2914,lm-sserver,Game Lobby
UDP,2915,lm-webwatcher,TK Socket
UDP,2916,aruba-papi,Elvin Server
UDP,2917,rexecj,Elvin Client
UDP,2918,hncp-udp-port,Kasten Chase Pad
UDP,2919,hncp-dtls-port,ROBOER
UDP,2920,synapse-nhttps,ROBOEDA
UDP,2921,,CESD Contents Delivery Management
UDP,2922,pando-sec,CESD Contents Delivery Data Transfer
UDP,2923,synapse-nhttp,WTA-WSP-WTP-S
UDP,2924,,PRECISE-VIP
UDP,2925,blp3,Firewall Redundancy Protocol
UDP,2926,,MOBILE-FILE-DL
UDP,2927,blp4,UNIMOBILECTRL
UDP,2928,tmi,REDSONTE-CPSS
UDP,2929,amberon,PANJA-WEBADMIN
UDP,2930,,PANJA-WEBLINX
UDP,2931,tnp-discover,Circle-X
UDP,2932,tnp,INCP
UDP,2933,garmin-marine,4-TIER OPM GW
UDP,2934,server-find,4-TIER OPM CLI
UDP,2935,cruise-enum,QTP
UDP,2936,cruise-swroute,OTPatch
UDP,2937,cruise-config,PNACONSULT-LM
UDP,2938,cruise-diags,SM-PAS-1
UDP,2939,cruise-update,SM-PAS-2
UDP,2940,m2mservices,SM-PAS-3
UDP,2941,,SM-PAS-4
UDP,2942,cvd,SM-PAS-5
UDP,2943,sabarsd,TTNRepository
UDP,2944,abarsd,Megaco H-248
UDP,2945,admind,H248 Binary
UDP,2946,,FJSVmpor
UDP,2947,,GPSD
UDP,2948,,WAP PUSH
UDP,2949,espeech,WAP PUSH SECURE
UDP,2950,espeech-rtp,ESIP
UDP,2951,,OTTP
UDP,2952,cybro-a-bus,MPFWSAS
UDP,2953,pcsync-https,OVALARMSRV
UDP,2954,pcsync-http,OVALARMSRV-CMD
UDP,2955,copy-disc,CSNOTIFY
UDP,2956,npmp,OVRIMOSDBMAN
UDP,2957,,JAMCT5
UDP,2958,,JAMCT6
UDP,2959,,RMOPAGT
UDP,2960,otv,DFOXSERVER
UDP,2961,vp2p,BOLDSOFT-LM
UDP,2962,noteshare,IPH-POLICY-CLI
UDP,2963,fmtp,IPH-POLICY-ADM
UDP,2964,cmtp-av,BULLANT SRAP
UDP,2965,,BULLANT RAP
UDP,2966,,IDP-INFOTRIEVE
UDP,2967,rtsp-alt,SSC-AGENT / Norton Antivirus
UDP,2968,d-fence,ENPP
UDP,2969,dof-tunnel,ESSP
UDP,2970,asterix,INDEX-NET
UDP,2971,canon-cpp-disc,Net Clip
UDP,2972,canon-mfnp,PMSM Webrctl
UDP,2973,canon-bjnp1,SV Networks
UDP,2974,canon-bjnp2,Signal
UDP,2975,canon-bjnp3,Fujitsu Configuration Management Service
UDP,2976,canon-bjnp4,CNS Server Port
UDP,2977,,TTCs Enterprise Test Access Protocol - NS
UDP,2978,,TTCs Enterprise Test Access Protocol - DS
UDP,2979,,H.263 Video Streaming
UDP,2980,msi-cps-rm-disc,Instant Messaging Service
UDP,2981,sun-as-jmxrmi,MYLXAMPORT
UDP,2982,,IWB-WHITEBOARD
UDP,2983,,NETPLAN
UDP,2984,,HPIDSADMIN
UDP,2985,dtp-net,HPIDSAGENT
UDP,2986,ibus,STONEFALLS
UDP,2987,,IDENTIFY
UDP,2988,mc-appserver,CLASSIFY
UDP,2989,openqueue,ZARKOV
UDP,2990,ultraseek-http,BOSCAP
UDP,2991,amcs,WKSTN-MON
UDP,2992,dpap,ITB301
UDP,2993,,VERITAS VIS1
UDP,2994,msgclnt,VERITAS VIS2
UDP,2995,msgsrvr,IDRS
UDP,2996,acd-pm,vsixml
UDP,2997,sunwebadmin,REBOL
UDP,2998,truecm,Real Secure
UDP,2999,pfcp,RemoteWare Unassigned
UDP,3000,hes-clip,RemoteWare Client
UDP,3001,ssports-bcast,Redwood Broker
UDP,3002,dxspider,RemoteWare Server
UDP,3003,cddbp-alt,CGMS
UDP,3004,,Csoft Agent
UDP,3005,secure-mqtt,Genius License Manager
UDP,3006,ddi-udp-1,Instant Internet Admin
UDP,3007,ddi-udp-2,Lotus Mail Tracking Agent Protocol
UDP,3008,ddi-udp-3,Midnight Technologies
UDP,3009,ddi-udp-4,PXC-NTFY
UDP,3010,ddi-udp-5,Telerate Workstation
UDP,3011,ddi-udp-6,Trusted Web
UDP,3012,ddi-udp-7,Trusted Web Client
UDP,3013,ospf-lite,Gilat Sky Surfer
UDP,3014,jmb-cds1,Broker Service
UDP,3015,jmb-cds2,NATI DSTP
UDP,3016,manyone-http,Notify Server
UDP,3017,manyone-xml,Event Listener
UDP,3018,wcbackup,Service Registry
UDP,3019,dragonfly,Resource Manager
UDP,3020,,CIFS
UDP,3021,,AGRI Server
UDP,3022,cumulus-admin,CSREGAGENT
UDP,3023,nod-provider,magicnotes
UDP,3024,,NDS_SSO
UDP,3025,sunwebadmins,Arepa Raft
UDP,3026,http-wmap,AGRI Gateway
UDP,3027,https-wmap,LiebDevMgmt_C
UDP,3028,,LiebDevMgmt_DM
UDP,3029,,LiebDevMgmt_A
UDP,3030,bctp,Arepa Cas
UDP,3031,cslistener,AgentVU
UDP,3032,etlservicemgr,Redwood Chat
UDP,3033,dynamid,PDB
UDP,3034,,Osmosis AEEA
UDP,3035,,FJSV gssagt
UDP,3036,ogs-client,Hagel DUMP
UDP,3037,,HP SAN Mgmt
UDP,3038,pichat,Santak UPS
UDP,3039,,Cogitate Inc.
UDP,3040,d-star,Tomato Springs
UDP,3041,tambora,di-traceware
UDP,3042,panagolin-ident,journee
UDP,3043,paragent,BRP
UDP,3045,swa-1,ResponseNet
UDP,3046,swa-2,di-ase
UDP,3047,swa-3,Fast Security HL Server
UDP,3048,swa-4,Sierra Net PC Trader
UDP,3049,,NSWS
UDP,3050,,gds_db
UDP,3051,CardWeb-RT,Galaxy Server
UDP,3052,glrpc,APCPCNS
UDP,3053,cisco-aqos,dsom-server
UDP,3054,lcs-ap,AMT CNF PROT
UDP,3055,,Policy Server
UDP,3056,aurora,CDL Server
UDP,3057,ibm-rsyscon,GoAhead FldUp
UDP,3058,net2display,videobeans
UDP,3059,classic,earlhaig.com
UDP,3060,sqlexec,interserver
UDP,3061,sqlexec-ssl,cautcpd
UDP,3062,websm,ncacn-ip-tcp
UDP,3063,xmltec-xmlmail,ncadg-ip-udp
UDP,3065,XmlIpcRegSvc,slinterbase
UDP,3066,,NETATTACHSDMP
UDP,3067,pdl-datastream,FJHPJP
UDP,3068,bacula-dir,ls3 Broadcast
UDP,3069,bacula-fd,ls3
UDP,3070,bacula-sd,MGXSWITCH
UDP,3075,peerwire,Orbix 2000 Locator
UDP,3076,xadmin,Orbix 2000 Config
UDP,3077,astergate-disc,Orbix 2000 Locator SSL
UDP,3078,,Orbix 2000 Locator SSL
UDP,3079,hexxorecore,LV Front Panel
UDP,3080,mxit,stm_pproc
UDP,3081,,TL1-LV
UDP,3082,,TL1-RAW
UDP,3083,dddp,TL1-TELNET
UDP,3084,apani1,ITM-MCCS
UDP,3085,apani2,PCIHReq
UDP,3086,apani3,JDL-DBKitchen
UDP,3105,apani4,Cardbox
UDP,3106,apani5,Cardbox HTTP
UDP,3130,sun-as-jpda,ICPv2
UDP,3131,wap-wsp,Net Book Mark
UDP,3141,wap-wsp-wtp,VMODEM
UDP,3142,wap-wsp-s,RDC WH EOS
UDP,3143,wap-wsp-wtp-s,Sea View
UDP,3144,wap-vcard,Tarantella
UDP,3145,wap-vcal,CSI-LFAP
UDP,3147,wap-vcard-s,RFIO
UDP,3148,wap-vcal-s,NetMike Game Administrator
UDP,3149,rjcdb-vcards,NetMike Game Server
UDP,3150,almobile-system,NetMike Assessor Administrator / Deep Throat (Windows Trojan) / Deep Throat 2 (Windows Trojan)
UDP,3151,oma-mlp,NetMike Assessor
UDP,3180,oma-mlp-s,Millicent Broker Server
UDP,3181,serverviewdbms,BMC Patrol Agent
UDP,3182,serverstart,BMC Patrol Rendezvous
UDP,3262,ipdcesgbs,NECP
UDP,3264,insis,cc:mail/lotus
UDP,3265,acme,Altav Tunnel
UDP,3266,fsc-port,NS CFG Server
UDP,3267,teamcoherence,IBM Dial Out
UDP,3268,mon,Microsoft Global Catalog
UDP,3269,,Microsoft Global Catalog with LDAP/SSL
UDP,3270,pegasus,Verismart
UDP,3271,pegasus-ctl,CSoft Prev Port
UDP,3272,pgps,Fujitsu User Manager
UDP,3273,swtp-port1,Simple Extensible Multiplexed Protocol
UDP,3274,swtp-port2,Ordinox Server
UDP,3275,callwaveiam,SAMD
UDP,3276,visd,Maxim ASICs
UDP,3277,n2h2server,AWG Proxy
UDP,3278,n2receive,LKCM Server
UDP,3279,cumulus,admind
UDP,3280,armtechdaemon,VS Server
UDP,3281,storview,SYSOPT
UDP,3282,armcenterhttp,Datusorb
UDP,3283,armcenterhttps,Net Assistant
UDP,3284,vrace,4Talk
UDP,3285,,Plato
UDP,3286,,E-Net
UDP,3287,secure-ts,DIRECTVDATA
UDP,3288,guibase,COPS
UDP,3289,mpidcmgr,ENPC
UDP,3290,mphlpdmc,CAPS LOGISTICS TOOLKIT - LM
UDP,3291,,S A Holditch & Associates - LM
UDP,3292,ctechlicensing,Cart O Rama
UDP,3293,fjdmimgr,fg-fps
UDP,3294,boxp,fg-gip
UDP,3295,,Dynamic IP Lookup
UDP,3296,,Rib License Manager
UDP,3297,,Cytel License Manager
UDP,3298,,Transview
UDP,3299,fjinvmgr,pdrncs
UDP,3301,mpidcagt,Unathorised use by SAP R/3
UDP,3302,sec-t4net-srv,MCS Fastmail
UDP,3303,sec-t4net-clt,OP Session Client
UDP,3304,sec-pc2fax-srv,OP Session Server
UDP,3305,git,ODETTE-FTP
UDP,3306,tungsten-https,MySQL
UDP,3307,wso2esb-console,OP Session Proxy
UDP,3308,,TNS Server
UDP,3309,sntlkeyssrvr,TND ADV
UDP,3310,ismserver,Dyna Access
UDP,3311,sma-spw,MCNS Tel Ret
UDP,3312,mngsuite,Application Management Server
UDP,3313,laes-bf,Unify Object Broker
UDP,3314,trispen-sra,Unify Object Host
UDP,3315,ldgateway,CDID
UDP,3316,cba8,AICC/CMI
UDP,3317,msgsys,VSAI PORT
UDP,3318,pds,Swith to Swith Routing Information Protocol
UDP,3319,mercury-disc,SDT License Manager
UDP,3320,pd-admin,Office Link 2000
UDP,3321,vscp,VNSSTR
UDP,3325,robix,isi.edu
UDP,3326,micromuse-ncpw,SFTU
UDP,3327,streamcomm-ds,BBARS
UDP,3328,,Eaglepoint License Manager
UDP,3329,,HP Device Disc
UDP,3330,,MCS Calypso ICF
UDP,3331,condor,MCS Messaging
UDP,3332,odbcpathway,MCS Mail Server
UDP,3333,uniport,DEC Notes
UDP,3334,,Direct TV Webcasting
UDP,3335,,Direct TV Software Updates
UDP,3336,mc-comm,Direct TV Tickers
UDP,3337,,Direct TV Data Catalog
UDP,3338,,OMF data b
UDP,3339,xmms2,OMF data l
UDP,3340,tec5-sdctp,OMF data m
UDP,3341,client-wakeup,OMF data h
UDP,3342,ccnx,WebTIE
UDP,3343,board-roar,MS Cluster Net
UDP,3344,l5nas-parchan,BNT Manager
UDP,3345,board-voip,Influence
UDP,3346,rasadv,Trnsprnt Proxy
UDP,3347,tungsten-http,Phoenix RPC
UDP,3348,davsrc,Pangolin Laser
UDP,3349,sstp-2,Chevin Services
UDP,3350,davsrcs,FINDVIATV
UDP,3351,sapv1,BTRIEVE
UDP,3352,sd,SSQL
UDP,3353,,FATPIPE
UDP,3354,cyborg-systems,SUITJD
UDP,3355,gt-proxy,Ordinox Dbase
UDP,3356,monkeycom,UPNOTIFYPS
UDP,3357,sctp-tunneling,Adtech Test IP
UDP,3358,iua,Mp Sys Rmsvr
UDP,3359,enrp-sctp,WG NetForce
UDP,3360,enrp-sctp-tls,KV Server
UDP,3361,multicast-ping,KV Agent
UDP,3362,domaintime,DJ ILM
UDP,3363,sype-transport,NATI Vi Server
UDP,3364,,Creative Server
UDP,3365,apc-9950,Content Server
UDP,3366,apc-9951,Creative Partner
UDP,3371,apc-9952,ccm.jf.intel.com
UDP,3372,acis,TIP 2
UDP,3373,,Lavenir License Manager
UDP,3374,alljoyn-mcm,Cluster Disc
UDP,3375,alljoyn,VSNM Agent
UDP,3376,odnsp,CD Broker
UDP,3377,,Cogsys Network License Manager
UDP,3378,,WSICOPY
UDP,3379,,SOCORFS
UDP,3380,dsm-scm-target,SNS Channels
UDP,3381,,Geneous
UDP,3382,osm-appsrvr,Fujitsu Network Enhanced Antitheft function
UDP,3383,osm-oev,Enterprise Software Products License Manager
UDP,3384,palace-1,Hardware Management
UDP,3385,palace-2,qnxnetman
UDP,3386,palace-3,GPRS SIG
UDP,3387,palace-4,Back Room Net
UDP,3388,palace-5,CB Server
UDP,3389,palace-6,MS WBT Server
UDP,3390,distinct32,Distributed Service Coordinator
UDP,3391,distinct,SAVANT
UDP,3392,ndmp,EFI License Management
UDP,3393,scp-config,D2K Tapestry Client to Server
UDP,3394,documentum,D2K Tapestry Server to Server
UDP,3395,documentum_s,Dyna License Manager (Elam)
UDP,3396,,Printer Agent
UDP,3397,,Cloanto License Manager
UDP,3398,,Mercantile
UDP,3399,mvs-capacity,CSMS
UDP,3400,octopus,CSMS2
UDP,3401,swdtp-sv,filecast
UDP,3421,,Bull Apprise portmapper
UDP,3454,,Apple Remote Access Protocol um.cc.umich.edu
UDP,3455,,RSVP Port
UDP,3456,zabbix-agent,Microsoft IIS Server ATQ Backlog Monitor/ VAT default data
UDP,3457,zabbix-trapper,VAT default control
UDP,3458,,DsWinOSFI
UDP,3459,amanda,TIP Integral
UDP,3460,famdc,EDM Manger
UDP,3461,itap-ddtp,EDM Stager
UDP,3462,ezmeeting-2,EDM STD Notify
UDP,3463,ezproxy-2,EDM ADM Notify
UDP,3464,ezrelay,EDM MGR Sync
UDP,3465,swdtp,EDM MGR Cntrl
UDP,3466,bctp-server,WORKFLOW
UDP,3467,nmea-0183,RCST
UDP,3468,nmea-onenet,TTCM Remote Controll
UDP,3469,netiq-endpoint,Pluribus
UDP,3470,netiq-qcheck,jt400
UDP,3471,netiq-endpt,jt400-ssl
UDP,3527,netiq-voipa,Microsoft Message Queuing Ping
UDP,3535,iqrm,MS-LA
UDP,3563,,Watcom Debug
UDP,3572,bmc-perf-sd,harlequin.co.uk
UDP,3672,,harlequinorb
UDP,3802,qb-db-server,VHD
UDP,3845,snmpdtls,V-ONE Single Port Proxy
UDP,3862,snmpdtls-trap,GIGA-POCKET
UDP,3875,trisoap,PNBSCADA
UDP,3900,rscs,Unidata UDT OS
UDP,3984,apollo-relay,MAPPER network node manager
UDP,3985,,MAPPER TCP/IP server
UDP,3986,axis-wimp-port,MAPPER workstation server
UDP,3987,,Centerline
UDP,4000,blocks,Terabase
UDP,4001,,NewOak
UDP,4002,,pxc-spvr-ft
UDP,4003,hip-nat-t,pxc-splr-ft
UDP,4004,MOS-lower,pxc-roid
UDP,4005,MOS-upper,pxc-pin
UDP,4006,MOS-aux,pxc-spvr
UDP,4007,MOS-soap,pxc-splr
UDP,4008,MOS-soap-opt,NetCheque accounting
UDP,4009,,Chimera HWM
UDP,4010,,Samsung Unidex
UDP,4011,gap,BINLSVC / Alternate Service Boot
UDP,4012,lpdg,PDA Gate
UDP,4013,,ACL Manager
UDP,4014,nmc-disc,TAICLOCK
UDP,4015,helix,Talarian Mcast
UDP,4016,bveapi,Talarian Mcast
UDP,4017,,Talarian Mcast
UDP,4018,rmiaux,Talarian Mcast
UDP,4019,irisa,Talarian Mcast
UDP,4045,metasys,NFS lock daemon/manager
UDP,4096,weave,BRE (Bridge Relay Element)
UDP,4097,,Patrol View
UDP,4098,,drmsfsd
UDP,4099,,DPCP
UDP,4132,sgi-lk,NUTS Daemon
UDP,4133,,NUTS Bootp Server
UDP,4134,,NIFTY-Serve HMI protocol
UDP,4141,,Workflow Server
UDP,4142,vce,Document Server
UDP,4143,dicom,Document Replication
UDP,4144,suncacao-snmp,Compuserve pc windows (unoffically)
UDP,4156,suncacao-jmxmp,Slapper.C
UDP,4160,suncacao-rmi,Jini Discovery
UDP,4199,suncacao-csa,EIMS ADMIN
UDP,4299,suncacao-websvc,earth.path.net
UDP,4300,snss,Corel CCam
UDP,4321,,Remote Who Is
UDP,4343,,UNICALL
UDP,4344,,VinaInstall
UDP,4345,,Macro 4 Network AS
UDP,4346,smsqp,ELAN LM
UDP,4347,,LAN Surveyor
UDP,4348,wifree,ITOSE
UDP,4349,memcache,File System Port Map
UDP,4350,imip,Net Device
UDP,4351,imip-channels,PLCY Net Services
UDP,4353,arena-server,F5 iQuery
UDP,4442,atm-uhas,Saris
UDP,4443,hkp,Pharos
UDP,4444,,NV Video default
UDP,4445,,UPNOTIFYP
UDP,4446,tempest-port,N1-FWP
UDP,4447,,N1-RMGMT
UDP,4448,h323callsigalt,ASC Licence Manager
UDP,4449,emc-xsw-dcache,PrivateWire
UDP,4450,intrepid-ssl,Camp
UDP,4451,lanschool-mpt,CTI System Msg
UDP,4452,xoraya,CTI Program Load
UDP,4453,x2e-disc,NSS Alert Manager
UDP,4454,sysinfo-sp,NSS Agent Manager
UDP,4455,wmereceiving,PR Chat User
UDP,4456,wmedistribution,PR Chat Server
UDP,4457,wmereporting,PR Register
UDP,4500,nat-t-ike,sae-urn / LSASS / NAT-T
UDP,4501,entextnetwk,urn-x-cdchoice
UDP,4545,entexthigh,WorldScores
UDP,4546,entextmed,SF License Manager (Sentinel)
UDP,4547,entextlow,Lanner License Manager
UDP,4567,dbisamserver1,TRAM
UDP,4568,dbisamserver2,BMC Reporting
UDP,4600,accuracer,Piranha1
UDP,4601,accuracer-dbms,Piranha2
UDP,4665,ghvpn,eDonkey
UDP,4672,,remote file access server
UDP,4800,vipera,Icona Instant Messenging System
UDP,4801,vipera-ssl,Icona Web Embedded Chat
UDP,4802,rets-ssl,Icona License System Server
UDP,4827,nupaper-ss,HTCP
UDP,4837,cawas,Varadero-0
UDP,4838,hivep,Varadero-1
UDP,4839,linogridengine,Varadero-2
UDP,4868,,Photon Relay
UDP,4869,warehouse-sss,Photon Relay Debug
UDP,4885,warehouse,ABBS
UDP,4983,italk,AT&T Intercom
UDP,5000,tsaf,filmaker.com
UDP,5001,,filmaker.com
UDP,5002,i-zipqd,radio free ethernet
UDP,5003,bcslogc,FileMaker Inc. - Proprietary name binding
UDP,5004,rs-pias,WMServer RTP / avt-profile-1
UDP,5005,emc-vcas-udp,WMServer RTCP / avt-profile-2
UDP,5006,powwow-client,wsm server
UDP,5007,powwow-server,wsm server ssl
UDP,5010,doip-disc,TelepathStart
UDP,5011,bprd,TelepathAttack
UDP,5020,bpdbm,zenginkyo-1
UDP,5021,bpjava-msvc,zenginkyo-2
UDP,5042,vnetd,asnaacceler8db
UDP,5050,mmcc,multimedia conference control tool
UDP,5051,vopied,ITA Agent
UDP,5052,nbdb,ITA Manager
UDP,5055,nomdb,UNOT
UDP,5060,dsmcc-config,SIP
UDP,5069,dsmcc-session,I/Net 2000-NPR
UDP,5071,dsmcc-passthru,PowerSchool
UDP,5093,dsmcc-download,Sentinel LM
UDP,5099,dsmcc-ccp,SentLM Srv2Srv
UDP,5145,,RMONITOR SECURE
UDP,5150,ucontrol,Ascend Tunnel Management Protocol
UDP,5151,dta-systems,ESRI SDE Remote Start
UDP,5152,,ESRI SDE Instance Discovery
UDP,5165,scotty-ft,ife_1corp
UDP,5190,sua,America-Online
UDP,5191,,AmericaOnline1
UDP,5192,sage-best-com1,AmericaOnline2
UDP,5193,sage-best-com2,AmericaOnline3
UDP,5200,vcs-app,Targus AIB 1
UDP,5201,icpp,Targus AIB 2
UDP,5202,,Targus TNTS 1
UDP,5203,gcm-app,Targus TNTS 2
UDP,5236,vrts-tdd,padl2sim
UDP,5272,,PK
UDP,5300,vad,HA cluster heartbeat
UDP,5301,cps,HA cluster general services
UDP,5302,ca-web-update,HA cluster configuration
UDP,5303,,HA cluster probing
UDP,5304,hde-lcesrvr-1,HA Cluster Commands hp.com
UDP,5305,hde-lcesrvr-2,HA Cluster Test hp.com
UDP,5306,hydap,Sun MC Group
UDP,5307,,SCO AIP
UDP,5308,v2g-secc,CFengine
UDP,5309,xpilot,J Printer
UDP,5310,3link,Outlaws
UDP,5311,cisco-snat,TM Login
UDP,5353,mdns,Multicast DNS/Zeroconf
UDP,5355,llmnr,LLMNR
UDP,5400,bex-xr,Excerpt Search
UDP,5401,ptp,Excerpt Search Secure
UDP,5402,2ping,MFTP
UDP,5403,,HPOMS-CI-LSTN
UDP,5404,,HPOMS-DPS-LSTN
UDP,5405,,NetSupport
UDP,5406,,Systemics Sox
UDP,5407,alfin,Foresyte-Clear
UDP,5408,,Foresyte-Sec
UDP,5409,,Salient Data Server
UDP,5410,sun-sea-port,Salient User Manager
UDP,5411,,ActNet
UDP,5412,etb4j,Continuus
UDP,5413,pduncs,WWIOTALK
UDP,5414,pdefmns,StatusD
UDP,5415,netserialext1,NS Server
UDP,5416,netserialext2,SNS Gateway
UDP,5417,netserialext3,SNS Agent
UDP,5418,netserialext4,MCNTP
UDP,5419,connected,DJ-ICE
UDP,5420,,Cylink-C
UDP,5421,,Net Support 2
UDP,5422,,Salient MUX
UDP,5423,vtp,VIRTUALUSER
UDP,5426,,DEVBASIC
UDP,5427,newbay-snc-mc,SCO-PEER-TTA
UDP,5428,sgcip,TELACONSOLE
UDP,5429,intel-rci-mp,Billing and Accounting System Exchange
UDP,5430,amt-soap-http,RADEC CORP
UDP,5431,amt-soap-https,PARK AGENT
UDP,5435,amt-redir-tcp,Data Tunneling Transceiver Linking (DTTL)
UDP,5454,amt-redir-tls,apc-tcp-udp-4
UDP,5455,isode-dua,apc-tcp-udp-5
UDP,5456,,apc-tcp-udp-6
UDP,5461,soundsvirtual,SILKMETER
UDP,5462,chipper,TTL Publisher
UDP,5465,avtp,NETOPS-BROKER
UDP,5500,avdecc,fcp-addr-srvr1
UDP,5501,cpsp,fcp-addr-srvr2
UDP,5502,,fcp-srvr-inst1
UDP,5503,,fcp-srvr-inst2
UDP,5504,trdp-md,fcp-cics-gw1
UDP,5540,integrius-stp,ACE/Server Services
UDP,5554,ssh-mgmt,SGI ESP HTTP
UDP,5555,db-lsp-disc,Personal Agent
UDP,5599,,Enterprise Security Remote Install
UDP,5600,ea,Enterprise Security Manager
UDP,5601,zep,Enterprise Security Agent
UDP,5602,zigbee-ip,A1-MSC
UDP,5603,zigbee-ips,A1-BS
UDP,5604,,A3-SDUNode
UDP,5605,biimenu,A4-SDUNode
UDP,5631,,pcANYWHEREdata
UDP,5632,,pcANYWHEREstat
UDP,5678,opsec-cvp,Remote Replication Agent Connection
UDP,5679,opsec-ufp,Direct Cable Connect Manager
UDP,5713,opsec-sam,proshare conf audio
UDP,5714,opsec-lea,proshare conf video
UDP,5715,opsec-omi,proshare conf data
UDP,5716,ohsc,proshare conf request
UDP,5717,opsec-ela,proshare conf notify
UDP,5729,checkpoint-rtm,Openmail User Agent Layer
UDP,5741,,IDA Discover Port 1
UDP,5742,,IDA Discover Port 2
UDP,5745,gv-pf,fcopy-server
UDP,5746,ac-cluster,fcopys-server
UDP,5755,rds-ib,OpenMail Desk Gateway server
UDP,5757,rds-ip,OpenMail X.500 Directory Server
UDP,5766,vdmmesh-disc,OpenMail NewMail Server
UDP,5767,ique,OpenMail Suer Agent Layer (Secure)
UDP,5768,infotos,OpenMail CMTS Server
UDP,5771,apc-necmp,NetAgent
UDP,5813,igrid,ICMPD
UDP,5859,scintilla,WHEREHOO
UDP,5968,,mppolicy-v5
UDP,5969,opsec-uaa,mppolicy-mgr
UDP,5999,ua-secureagent,CVSup
UDP,6063,cora-disc,X Windows System mit.edu
UDP,6064,keysrvr,NDL-AHP-SVC
UDP,6065,keyshadow,WinPharaoh
UDP,6066,mtrgtrans,EWCTSP
UDP,6067,hp-sco,SRB
UDP,6068,hp-sca,GSMP
UDP,6069,hp-sessmon,TRIP
UDP,6070,fxuptp,Messageasap
UDP,6071,sxuptp,SSDTP
UDP,6072,jcp,DIAGNOSE-PROC
UDP,6073,,DirectPlay8
UDP,6100,,SynchroNet-db
UDP,6101,dnp-sec,SynchroNet-rtc
UDP,6102,dnp,SynchroNet-upd
UDP,6103,microsan,RETS
UDP,6104,commtact-http,DBDB
UDP,6105,commtact-https,Prima Server
UDP,6106,openwebnet,MPS Server
UDP,6107,ss-idi-disc,ETC Control
UDP,6108,,Sercomm-SCAdmin
UDP,6109,opendeploy,GLOBECAST-ID
UDP,6110,nburn_id,HP SoftBench CM
